Date,Country,City,Killed,Injured,Description
2019-04-21,Mali,Guire,12,6.0,"al-Qaeda-linked militants attack a local army base, killing a dozen soldiers."
2019-04-21,Sri Lanka,Dehiwala,2,0.0,"A suicide bomber who failed to blow up a breakfast buffet, goes off at a small hotel, killing an elderly couple."
2019-04-21,Nigeria,Gombe,10,0.0,Ten boys are killed during a Muslim attack on an Easter procession.
2019-04-21,Sri Lanka,Dematagoda,3,0.0,"A bomb blast at an Islamic hideout kills five, including two children."
2019-04-22,Iraq,Qadisiya,2,0.0,Two men are executed in their home by ISIS members.
2019-04-23,Burkina Faso,Liki,4,0.0,Jihadists stop a bus and execute four passengers.
2019-04-23,Pakistan,Domal,1,2.0,A guard for a polio unit is shot to death and two workers are stabbed.
2019-04-23,Somalia,Baidoa,6,5.0,"An African Union Mission convoy is bombed by al-Shabaab, losing six members."
2019-04-24,Afghanistan,Anardara,9,0.0,Nine members of a police convoy are slaughtered by the Taliban.
2019-04-24,Syria,Jisr al Shughur,18,40.0,A reported car bomb by Shiite militia lays out eighteen civilians.
2019-04-24,Syria,Damascus,1,5.0,Terrorists kill a civilian by placing a bomb in his car.
2019-04-24,Afghanistan,Roea Du Ab,4,3.0,Four security personnel lose their lives to a brutal attack by religious radicals.
2019-04-24,Iraq,Yathrib,3,4.0,An Islamic State attack leaves three dead.
2019-04-24,Pakistan,Buner,1,0.0,"Gunmen fire on a polio team working to vaccinate children, killing a guard."
2019-04-25,Thailand,Yala,1,0.0,A 36-year-old rubber tapper is shot in the head by Muslim terrorists.
2019-04-25,Thailand,Saiburi,1,1.0,"Muslim militants fire on an off-duty soldier riding with his wife, killing him and injuring her."
2019-04-25,Iraq,Garn,2,0.0,"ISIS members fire on civilians from a passing car, killing two."
2019-04-25,Pakistan,Sultan Zai,1,1.0,A female polio worker is gunned down on the job.
2019-04-25,Nigeria,Borno,1,0.0,A captive is beheaded in the name of Allah on video.
2019-04-25,Thailand,Yarang,1,1.0,"Muslim 'insurgents' shoot at an ice cream vendor, killing him and injuring a woman."
2019-04-26,Nigeria,Mararrabar Kimba,5,30.0,At least five others are killed during a Boko Haram attack.
2019-04-26,Sri Lanka,Sammanthurai,6,0.0,Six children are also killed when Islamic militants blow themselves up during a police raid.
2019-04-26,Tunisia,Mount Chambi,1,3.0,"al-Qaeda linked militants attack a security patrol with a landmine, killing one member."
2019-04-26,Burkina Faso,Maitaougou,6,0.0,Jihadists attack a school and murder five teachers and a city worker.
2019-04-27,Yemen,Qataba,7,0.0,Two women are among seven innocents leveled by Ansar Allah shelling.
2019-04-27,Cameroon,Kofia,4,4.0,Boko Haram invade a fishing village on a small island and murder four locals.
2019-04-27,Pakistan,Raghzai,3,2.0,"Religious radicals blast a checkpoint with shrapnel, killing three."
2019-04-27,Syria,Aleppo,2,1.0,"A Sunni group send a shell into a neighborhood, killing two residents."
2019-04-27,Iraq,Baiji,1,2.0,"The Islamic State bomb a garbage truck, killing the driver."
2019-04-27,Iran,Hamadan,1,0.0,A Shiite cleric is shot to death outside his school in a targeted attack.
2019-04-27,Iraq,Mukhaiseh,1,1.0,"ISIS members open fire on civilians, killing one."
2019-04-27,Nigeria,Nzehrivoh,2,0.0,Two Christians are ambushed and killed in a targeted attack by Fulani mercenaries.
2019-04-27,Syria,Kafr Karmin,2,3.0,Terrorists kill two civilians with an IED.
2019-04-28,Afghanistan,Jalalabad,1,3.0,Terrorists take out a tribal elder with a roadside bomb.
2019-04-28,Burkina Faso,Silgadji,6,0.0,"Extremists attack a church and murder six, including the pastor and his two sons after they refuse to embrace Islam."
2019-04-28,Yemen,Mashrafa,5,0.0,A mother and four children are neatly disassembled by an Ansar Allah rocket.
2019-04-28,Afghanistan,Ghor,8,5.0,Eight Afghans are cut to shreds by Taliban gunmen.
2019-04-28,Iraq,Qayara,1,0.0,Mujahideen gun down a civilian outside his home.
2019-04-29,Syria,Sukhnah,8,0.0,Eight captives are executed in cold blood by the Islamic State.
2019-04-29,Nigeria,Kuda-Kaya,25,0.0,"Boko Haram go door-to-door, slaughtering over two dozen villagers."
2019-04-29,Iraq,Tal Afar,1,2.0,ISIS bombers take out a farmer.
2019-04-29,Iraq,Sada,34,0.0,A grave of thirty-four victims of ISIS execution contains mostly women.
2019-04-30,Iraq,Ali Rash,1,0.0,A man captured while hunting mushrooms is executed by the Islamic State.
2019-04-30,Nigeria,Duwabayi,14,0.0,Religious extremists cut fourteen loggers to shreds with machine-guns.
2019-04-30,Pakistan,Paroa,1,0.0,Militants shoot a journalist to death.
2019-04-30,Pakistan,Raiwind,1,0.0,A young woman is honor-strangled by her brother for marrying without the family's approval.
2019-05-01,Israel,Ramat Hasharon,0,1.0,A 43-year-old man is stabbed by a Palestinian shouting praises to Allah.
2019-05-01,Nigeria,Jebbu Miango,1,1.0,Myetti Allah sympathists gun down a man on his way home.
2019-05-01,Pakistan,North Waziristan,3,7.0,Three border guards are murdered by armed fundamentalists.
2019-05-01,Thailand,Pattani,1,0.0,A Buddhist police officer is shredded by Muslim shrapnel.
2019-05-01,Afghanistan,Lash Wa Juwayn,4,2.0,Islamic extremists storm a police checkpoint and murder four officers.
2019-05-01,DRC,Ituri,1,2.0,ADF Islamists kill a guard and abduct two doctors.
2019-05-02,DRC,Tshabi,6,0.0,Six people are killed during an attack by ADF Islamists.
2019-05-02,Nigeria,Baga,3,8.0,Boko Haram attack a local security patrol and kill three members.
2019-05-02,Nigeria,Dong,1,0.0,A 26-year-old Catholic youth leader is murdered by militant Muslims.
2019-05-02,Afghanistan,Qaisar,6,9.0,Elders and children are among family members massacred in their own home by the Taliban.
2019-05-03,Benin,Pendjari,1,2.0,Muslim extremists are suspected of kidnapping two French tourists after killing their guide.
2019-05-03,Yemen,al-Qatn,6,6.0,Children are among six civilians put down by al-Qaeda bombers.
2019-05-03,Mozambique,Macomia,4,0.0,Islamic radicals murder a teacher and burn three others.
2019-05-03,Nigeria,Magumeri,15,9.0,A surprise Boko Haram attack leaves fifteen others dead.
2019-05-03,Afghanistan,Qadis,7,3.0,"A fundamentalist group fires automatic weapons into a police checkpoint, killing seven."
2019-05-04,Libya,Sebha,9,0.0,"ISIS attack a training camp, slitting the throats or shooting nine members."
2019-05-04,Syria,Yadoudah,2,0.0,Two civilians succumb to Sunni bullet wounds.
2019-05-04,Iraq,Mukhisa,1,2.0,A family is split apart by Mujahid bombers.
2019-05-04,Iraq,Muqdadiya,1,0.0,An ISIS sniper picks off a man outside an orange grove.
2019-05-04,India,Anantnag,1,0.0,The 65-year-old local leader of a Hindu party is assassinated outside his home.
2019-05-05,Israel,Ashkelon,1,2.0,"Hamas sends a rocket into an Israeli factory, killing a 49-year-old man."
2019-05-05,Israel,Ashkelon,1,0.0,A 58-year-old man is killed outside his home by an Hamas rocket.
2019-05-05,Israel,Yad Mordechai,1,0.0,"A vehicle is hit with an Hamas rocket, killing the 68-year-old driver."
2019-05-05,Afghanistan,Puli Khumri,20,55.0,"A suicide bomber plows into a police station, sending twenty strangers to Allah."
2019-05-05,Israel,Gaza,2,0.0,A pregnant woman and her infant are taken apart by an Hamas rocket.
2019-05-05,Pakistan,Mamond,1,0.0,A polio worker is shot to death by suspected radicals.
2019-05-05,Mozambique,Meluco,3,0.0,Three villagers are murdered by Islamic radicals.
2019-05-05,Somalia,Mogadishu,1,0.0,A bomb left on a minibus kills one person when it goes off.
2019-05-05,Israel,Ashdod,1,0.0,A young father and rabbi is brought down by Hamas shrapnel.
2019-05-05,Afghanistan,Chah-e-Kohsani,3,2.0,Three children are reduced to pulp by a Taliban landmine.
2019-05-06,Pakistan,North Waziristan,4,10.0,Two separate shooting attacks by Islamists on local security leave four dead.
2019-05-06,Iraq,Debis,3,2.0,An ISIS attack leaves three dead.
2019-05-06,Afghanistan,Khwaja Bahaudin,8,0.0,Eight Afghans are murdered by the Taliban.
2019-05-06,Afghanistan,Gulistan,20,2.0,The Taliban storm a checkpoint and massacre twenty local soldiers.
2019-05-07,Nigeria,Molai,11,12.0,Boko Haram tear into a village and slaughter eleven people.
2019-05-07,Burkina Faso,Sahel Reserve,2,0.0,"Jihadists open fire on French troops during an attempt to free hostages, killing two."
2019-05-07,Burkina Faso,Ouahigouya,1,0.0,"Terrorists fire into a toll booth, killing the operator."
2019-05-07,Afghanistan,Alingar,4,4.0,Fundamentalists plant a bomb on a police vehicle that kills four passengers.
2019-05-07,Iraq,Mazarei,3,5.0,Three people are killed when Islamic State gunmen attack a family home.
2019-05-07,Egypt,Cairo,1,0.0,A Copt is targeted and murdered over his faith.
2019-05-08,Pakistan,Lahore,13,24.0,"A suicide bomber detonates amid a crowd of pilgrims at a Sufi shrine, killing thirteen."
2019-05-08,Kenya,Wajir,1,0.0,An Islamist group ambushes and kills a border guard.
2019-05-08,Afghanistan,Laywanay Bazaar,3,2.0,Hardline fundamentalists ambush and kill three local cops.
2019-05-08,Afghanistan,Kabul,9,24.0,"Fedayeen stage a suicide attack on an American charity office, killing nine."
2019-05-08,Syria,Manbij,3,0.0,Sunni shrapnel cuts down three civilians.
2019-05-08,Iraq,Kirkuk,1,0.0,A shepherd is put down by an ISIS bomb blast.
2019-05-08,Iraq,Hammam al-Alil,5,0.0,Five family members are brutally shot to death in their home by the Islamic State.
2019-05-08,Syria,Farat,2,4.0,A suicide car bomber takes out two civilian bystanders.
2019-05-09,Iraq,Shirqat,1,1.0,Suspected ISIS shoot a man outside a grain silo.
2019-05-09,Iraq,Kawar,8,0.0,"Islamic militants slaughter a husband, wife and their six children in their home."
2019-05-09,Libya,Ghadduwah,2,1.0,ISIS gunmen kill two people and kidnap a third.
2019-05-09,Iraq,Baghdad,8,15.0,"A Shahid suicide bomber detonates at a packed market, taking eight 'infidels' with him."
2019-05-10,Mozambique,Pemba,2,0.0,Jihadists pull two civilians off a bus and kill them in cold blood.
2019-05-10,Nigeria,Gajiganna,11,4.0,"An al-Qaeda linked group fires into a village, killing eleven."
2019-05-10,Syria,Bahdaliya,1,2.0,A civilian expires from injuries following a Jihadi roadside blast.
2019-05-10,Afghanistan,Dawlat Abad,4,5.0,Four children exterminated by a Taliban IED.
2019-05-10,Afghanistan,Nawa Maish,5,4.0,Five civilians are blown to bits by a Taliban landmine.
2019-05-10,Mali,Bandiagara,4,2.0,Four civilians are shot to death by suspected Jihadists.
2019-05-10,Iraq,Iraq,2,0.0,Suspected ISIS on motorbikes gun down two civilians.
2019-05-10,Afghanistan,Murghab,15,5.0,The Taliban overrun two guard posts and massacre fifteen Afghans.
2019-05-11,Pakistan,Khaipur Tamiwali,4,3.0,"The brother of a young woman who married against the family's wishes fires into their home, killing four."
2019-05-11,Afghanistan,Kama,1,0.0,A fundamentalist group murders a local official.
2019-05-11,Nigeria,Moranti,4,1.0,Four people are left dead following a Boko Haram raid in the middle of the night.
2019-05-11,Pakistan,Gwadar,5,6.0,"Three Majeed Brigade gunmen stage a suicide attack on a luxury hotel, killing four civilians and a guard."
2019-05-11,Iraq,Baghdad,1,2.0,A child is disassembled by an ISIS bomb blast.
2019-05-11,Afghanistan,Muqer,8,2.0,Eight children are pulled into pieces by shrapnel from a Taliban landmine.
2019-05-11,Syria,Sakka,1,2.0,Terrorist explosives claim the life of a child.
2019-05-11,Mozambique,Mangoma,2,1.0,Islamists behead two civilians and torture a third.
2019-05-12,Afghanistan,Dushi,1,1.0,An Afghan security official is murdered by the Taliban.
2019-05-12,Syria,Suqaylabiyah,6,8.0,"A Sunni group sends a barrage of shells into a Christian neighborhood, killing five children and a woman."
2019-05-12,Burkina Faso,Dablo,6,0.0,"A large group of extremists attack a church during a service, killing six, including the pastor."
2019-05-12,Somalia,Mogadishu,1,0.0,A Turkish engineer is murdered by al-Shabaab bombers.
2019-05-13,Iraq,Bartella,2,0.0,A Christian mother and daughter are stabbed to death in their home by Shiite radicals.
2019-05-13,Nigeria,Damboa,3,4.0,A Boko Haram blast ends three lives.
2019-05-13,Afghanistan,Korpeto,1,0.0,A teacher is shot to death by suspected radicals.
2019-05-13,Afghanistan,Jalalabad,3,20.0,Religious extremists set off three bombs that kill three people.
2019-05-13,Syria,Suqaylabiyah,1,5.0,A civilian is dismantled by Sunni shrapnel.
2019-05-13,Pakistan,Quetta,4,6.0,Tehrik-e Taliban rig a motorcycle with a bomb that claims four passersby.
2019-05-13,Burkina Faso,Ouahigouya,4,0.0,Four innocents are killed during an attack on a Catholic religious procession.
2019-05-13,Iraq,Khanaqin,2,0.0,ISIS militants murder a father and son.
2019-05-14,Afghanistan,Duleena,1,0.0,Fundamentalists shoot a shopkeeper to death.
2019-05-14,Niger,Tonga Tonga,28,0.0,Twenty-eight border guards are picked off by Ansar al-Islam gunmen.
2019-05-14,Mozambique,Mangoma,2,0.0,"Jihadists open fire on a funeral procession, bringing down two mourners"
2019-05-14,Syria,Shirkak,1,1.0,A civilian is leveled by an ISIS IED.
2019-05-14,Syria,Nayrab,10,0.0,Four children are among ten killed when terrorists lob missiles into a refugee camp.
2019-05-14,Somalia,Mogadishu,4,9.0,"A suicide car bomber goes off, taking down four bystanders."
2019-05-14,Afghanistan,Shamulzay,5,0.0,A Taliban attack leaves five dead.
2019-05-14,Turkey,Imbros,1,0.0,An 86-year-old man is tortured to death in a suspected anti-Christian hate crime.
2019-05-15,Iraq,Abbra,1,0.0,"Terrorists open fire on a civilian, killing him on the spot."
2019-05-15,Iraq,Hawijah,4,0.0,Islamic State members stop a police vehicle with a bomb and then shoot the survivors.
2019-05-15,Iraq,Rashad,2,0.0,Two traffic cops are picked off by ISIS gunmen.
2019-05-15,Niger,Dolbel,0,1.0,A priest is shot three times in his church by Muslim militants.
2019-05-15,Syria,Raqqa,1,4.0,Sunni shrapnel claims a civilian.
2019-05-16,Afghanistan,Shamulzayi,6,6.0,Taliban fundamentalists murder a half-dozen Afghan security personnel.
2019-05-16,Afghanistan,Kabul,4,0.0,"Radicals pour machine-gun fire into a security post, killing four."
2019-05-16,Nigeria,Adamawa,14,0.0,Fourteen fishermen and farmers are massacred by Boko Haram.
2019-05-16,Chad,Ceilia,13,0.0,Thirteen villagers are slaughtered by Islamic militants.
2019-05-16,Syria,al-Bab,1,4.0,A Fedayeen suicide bomber takes out a civilian bystander.
2019-05-17,Syria,Huwair al-Eis,1,2.0,A civilian is aerated by Sunni shrapnel.
2019-05-17,Afghanistan,Lashkar Gah,8,11.0,"A fundamentalist group ambushes a group of local police, killing eight."
2019-05-17,Iraq,Yousif Bag,1,0.0,An elderly resident makes easy pickings for ISIS members.
2019-05-17,Iraq,Mekhas,1,0.0,A teacher is blown to bits by Jihadi bombers.
2019-05-18,CAR,Nola,1,0.0,A 77-year-old Catholic nun is beheaded by suspected Muslim militants.
2019-05-18,Afghanistan,Oba,5,14.0,Five children are put down by a bomb planted by religious extremists at a market.
2019-05-18,Libya,Zella,3,4.0,Islamic State militants kill three people at an oilfield and kidnap four more.
2019-05-19,Afghanistan,Kabul,3,3.0,The Taliban murder three local cops at their post.
2019-05-19,Mali,Koury,7,0.0,Four civilians are among seven mowed down by Jihadi gunmen.
2019-05-19,Syria,Sahl,1,1.0,An IED claims a civilian near the former caliphate capital.
2019-05-19,Mali,Timbuktu,1,3.0,One person is killed in a terror attack targeting UN peacekeepers.
2019-05-19,Nigeria,Madu Musaha,2,12.0,"Boko Haram open fire on refugees at a displaced persons camp, killing two."
2019-05-19,Afghanistan,Washer,2,2.0,A roadside bomb claims two souls.
2019-05-19,Pakistan,Faisalabad,1,0.0,A Christian is tortured to death by his Muslim employer.
2019-05-19,Egypt,Giza,0,17.0,Religion of Peace activists hit a tourist bus with a bomb.
2019-05-19,Pakistan,Islampura,1,0.0,A conservative family honor-kills their daughter on suspicion of sexual behavior.
2019-05-19,France,Villejuif,0,2.0,A man stabs two passersby while shouting praises to Allah.
2019-05-19,Mozambique,Beira,1,0.0,A priest who ran an institute for the blind is stabbed to death by Islamic radicals.
2019-05-19,Nigeria,Dankande,1,16.0,Muslim militants storm a church and kidnap a choir member who is killed in captivity.
2019-05-19,Iraq,Balad Ruz,7,26.0,"Sunnis hit a bus carrying Shiites with a roadside bomb, claiming seven passengers."
2019-05-19,Nigeria,Igabi,1,2.0,Militant Muslims muder a church member and kidnap two others.
2019-05-20,Tajikistan,Vahdat,8,0.0,Incarcerated ISIS inmates stab three guards and five prisoners to death.
2019-05-20,Somalia,Bakol,4,0.0,"al-Shabaab stages a Shahid suicide attack on a local army base, killing four."
2019-05-20,Iraq,Tal Afar,4,3.0,Four farmers are sent to Allah by Religion of Peace bombers.
2019-05-21,Nigeria,Gubio,3,6.0,"Boko Haram gunmen attack a local army base, killing three occupants."
2019-05-21,Syria,Harasta,1,1.0,A 60-year-old man is reduced to parts by a terrorist landmine.
2019-05-21,Afghanistan,Kapisa,4,0.0,Two women and a child are among a family of four sent to Allah by Taliban shrapnel.
2019-05-21,Iraq,Mosul,37,0.0,"Thirty-seven victims of caliphate execution, mostly women, are discovered in a mass grave."
2019-05-21,Afghanistan,Ghazni,3,20.0,A child is among three Afghans disintegrated by Taliban bombers.
2019-05-21,CAR,Pahoua,34,0.0,Muslim militia slaughter thirty-four villagers to avenge the death of one Muslim.
2019-05-22,Somalia,Mogadishu,2,0.0,Two parents of ten children are eliminated by al-Shabaab.
2019-05-22,Somalia,Mogadishu,9,13.0,Nine people are blown to bits by a suicide car bomber.
2019-05-22,Burkina Faso,Koury,2,0.0,Two truck drivers transporting floor tiles are attacked and killed by Jihadists.
2019-05-22,India,Mendhar,1,7.0,A bombing by Islamic 'separatists' leaves one dead.
2019-05-22,Iraq,Allas,1,3.0,A guard at an oilfield is murdered by ISIS.
2019-05-22,CAR,Ouham Pende,16,0.0,"A second village is attacked by Muslim militia, with sixteen more killed."
2019-05-22,Iraq,Shura,1,0.0,A terrorist bomb blast claims the life of a woman.
2019-05-22,Nigeria,Maiduguri,9,0.0,Nine hostages are executed on video by ISIS West Africa.
2019-05-23,Pakistan,Ambela,1,0.0,A teen is honor-killed by her brother for marrying by choice.
2019-05-23,Iraq,Qaim,2,0.0,"A Sunni bomb blast rips through a parking lot at a car wash, taking two lives."
2019-05-23,Afghanistan,Charsada,1,0.0,A woman is killed during an attack by the Taliban.
2019-05-23,DRC,Nola,1,0.0,A nun is beheaded by Muslim militia.
2019-05-23,Pakistan,Barg,1,0.0,A prayer leader is kidnapped by rivals and then killed in captivity.
2019-05-24,Afghanistan,Kabul,2,16.0,Two worshippers at a mosque are blown to bits by Religion of Peace rivals.
2019-05-24,Nigeria,Sabon Garin Kimba,5,2.0,At least five guards are murdered by Boko Haram gunmen.
2019-05-24,Pakistan,Quetta,3,28.0,A bomb planted at a rival mosque leaves three dead.
2019-05-24,France,Lyon,0,13.0,A 10-year-old girl is among the casualties of a bomb blast outside a bakery.
2019-05-24,Iraq,Baiji,1,4.0,"A woman is killed, and her family injured, when Jihadis send shrapnel through their car."
2019-05-24,Pakistan,Sachal,1,0.0,A prayer leader is assassinated by rivals while exiting a mosque.
2019-05-24,Iraq,Shirqat,5,0.0,Five farmers are intercepted and eliminated by the Islamic State.
2019-05-24,Philippines,Malambuhangin,1,0.0,Islamic radicals are suspected in the assassination of a religious scholar in front of his family.
2019-05-25,Iraq,Hawijah,5,10.0,Islamic State members set a field on fire and then murder five Iraqis attempting to put it out.
2019-05-25,Philippines,Jolo,2,0.0,Two children are shot full of holes by Abu Sayyaf.
2019-05-25,Nigeria,Borno,25,0.0,"Islamists pour machine-gun fire into a convoy trying to evacuate civilians, massacring over two dozen."
2019-05-25,Chad,N’Gounboua,5,11.0,A journalist is among five people laid out by a Boko Haram blast.
2019-05-26,Iraq,Uwaynat,5,7.0,Five innocents are slain when Jihadist set off a bomb at a popular market.
2019-05-26,Bangladesh,Dhaka,1,2.0,A woman is killed when religious extremists throw a bomb at a police car.
2019-05-26,Burkina Faso,Toulfe,4,0.0,"Gunmen fire into a church during service, killing four worshippers."
2019-05-26,Afghanistan,Kabul,1,0.0,A pro-peace religious scholar is shot to death by radicals.
2019-05-26,Syria,Suqaylabiyah,5,12.0,"Hayat Tahrir al-Sham send nearly forty rockets into a neighborhood, killing five residents."
2019-05-26,Bangladesh,Dhaka,0,3.0,An Islamic State bomb blast produces three casualties.
2019-05-26,Pakistan,Boya,5,0.0,Five victims of terrorist execution are discovered.
2019-05-26,Nigeria,Jos,7,12.0,'Local Muslims' murder seven innocents on their way home from church.
2019-05-26,Iran,Eslamabad-e Gharb,1,0.0,"Suspected members of a Sunni group, fire on police from their car, killing one."
2019-05-27,Lebanon,Saadiyat,1,0.0,An innocent bystander is killed in an exchange of fire between two groups of terrorists.
2019-05-27,Afghanistan,Feroz Koh,18,7.0,The Taliban murder eighteen local security personnel.
2019-05-27,Afghanistan,Sari Pul,4,22.0,A brutal attack by armed fundamentalists leaves four dead.
2019-05-27,Thailand,Nong Chik,2,4.0,A 14-year-old boy is among two killed by Muslim bombers at a marketplace.
2019-05-27,India,Babagund,1,0.0,A trader is shot to death by Hizb-ul-Mujahideen.
2019-05-27,Afghanistan,Bala Buluk,10,0.0,All ten off-duty security personnel riding in a vehicle are vaporized by a Taliban bomb blast.
2019-05-27,Nigeria,Jere,7,2.0,A group fighting for Sharia slaughters seven innocents at a displaced persons camp.
2019-05-28,Mozambique,Macomia,16,10.0,A barbaric attack by Islamists on highway travelers leaves sixteen dead.
2019-05-28,Pakistan,Goga Hissar,1,0.0,A young mother of two is honor-killed by her brother-in-law.
2019-05-29,Iran,Kazeroon,1,0.0,A prayer leader is stabbed to death by a suspected rival.
2019-05-29,Afghanistan,Ghor,18,0.0,Eighteen guards at a world heritage site are attacked and killed by fundamentalists.
2019-05-29,Syria,Qamhana,1,5.0,A woman is disassembled by a Sunni rocket.
2019-05-29,Iraq,Kirkuk,1,9.0,One person dies when ISIS loyalists set fire to crops.
2019-05-30,Iraq,Kirkuk,5,18.0,"Mujahideen set off a series of blasts at malls and shops, killing five."
2019-05-30,Afghanistan,Kabul,6,16.0,A Fedayeen suicide blast near a university leaves six dead.
2019-05-30,Iraq,Abu Saida,2,5.0,An ISIS attack on a village leaves two residents dead.
2019-05-30,Afghanistan,Bala Murghab,10,11.0,Islamic extremists kill ten local cops in various locations.
2019-05-30,Pakistan,Islamabad,1,0.0,"A Christian rickshaw driver is beaten and murdered due to ""religious hatred."""
2019-05-31,Israel,Jerusalem,0,2.0,A 16-year-old is among two stabbed by a Palestinian terrorist.
2019-05-31,Afghanistan,Kabul,4,7.0,A Shahid suicide bomber claims the lives of four civilians.
2019-05-31,Philippines,Patikul,1,0.0,"A Dutch birdwatcher, held hostage by Abu Sayyaf, is killed as he tries to escape."
2019-06-01,Iraq,Anbar,5,0.0,A mass grave is discovered containing five victims of ISIS execution.
2019-06-01,Nigeria,Sajeri,1,3.0,Boko Haram enter a rival mosque to pull out and slaughter one person.
2019-06-01,Syria,Raqqa,10,20.0,A suicide bomber claims ten lives in the former caliphate stronghold.
2019-06-01,Pakistan,Boya,1,0.0,A lone border guard is ambushed and killed by Islamic militants.
2019-06-01,Iraq,Shura,27,0.0,Twenty-seven victims of ISIS execution are discovered in a mass grave.
2019-06-01,Yemen,Hadramout,2,2.0,An al-Qaeda attack leaves two dead.
2019-06-02,Iraq,Abu Khanzier,3,0.0,"Terrorists open fire on a family of three, bringing them all down."
2019-06-02,Libya,Derna,0,18.0,An ISIS car bomb claims eighteen casualties.
2019-06-02,Afghanistan,Kabul,1,3.0,A blast targeting first responders to an early bombing leaves one dead.
2019-06-02,Afghanistan,Kabul,1,24.0,"Islamists hit a bus carrying university students with a bomb, killing one."
2019-06-02,Afghanistan,Ghazni,8,7.0,A Shahid suicide car bomber lays out eight Afghans.
2019-06-02,Thailand,Narathiwat,1,1.0,A village head is shot to death in a mosque by suspected 'insurgents.'
2019-06-03,Kenya,Dawaduba,1,0.0,"al-Shabaab gunmen fire on border guards, killing one."
2019-06-03,India,Panthachowk,1,0.0,Islamic gunmen take down a 32-year-old civilian.
2019-06-03,Syria,Azaz,21,45.0,Four children are among twenty-one killed by a suicide bomber outside a mosque.
2019-06-03,Afghanistan,Kabul,5,10.0,"Terrorists bomb a bus, killing five passengers."
2019-06-03,Iraq,Malashah,9,0.0,Nine people are kidnapped and murdered while hunting mushrooms.
2019-06-03,Lebanon,Tripoli,4,0.0,"A committed Muslim opens fire on police, killing four, then blows himself up."
2019-06-04,DRC,Beni,13,12.0,ADF Islamists hack thirteen villagers to death.
2019-06-04,Iraq,Tarmiya,6,2.0,ISIS gunmen ambush and murder six local police.
2019-06-04,Afghanistan,Nahrin,2,14.0,Two civilians are aerated by a Taliban IED.
2019-06-04,Syria,Buser al-Harir,1,2.0,A suicide bomber kills a bystander.
2019-06-04,Yemen,Qiva,10,0.0,An imam and nine worshippers are shot dead by Shiite extremists to settle a dispute over Ramadan prayers.
2019-06-04,Norway,Oslo,0,1.0,"A man stabs a Good Samaritan, while screaming praises to Allah."
2019-06-05,Iraq,Hawijah,3,9.0,Various ISIS attacks on farmers and security personnel leaves three dead.
2019-06-05,Afghanistan,Achin,1,4.0,"The Islamic State fire a mortar round into a house, injuring four children and killing their mother."
2019-06-05,India,Singoo Narbal,1,1.0,A woman bleeds to death after being shot by Islamic radicals.
2019-06-05,Egypt,el-Arish,8,0.0,Eight local security personnel are cut down point-blank by Islamic hardliner gunmen.
2019-06-06,Yemen,Aden,1,7.0,"Terrorists throw a grenade into a concert, killing a child."
2019-06-06,India,Sadoora,1,0.0,An unarmed soldier on leave is assassinated by Muslim extremists.
2019-06-07,Pakistan,Kharqamar,4,0.0,Four members of a local security patrol are obliterated by Taliban shrapnel.
2019-06-07,Pakistan,Kawas,2,7.0,A targeted attack by suspected Sunnis kills two Hazera minorities.
2019-06-08,Afghanistan,Pato,2,6.0,"An early morning attack on a group of police by fundamentalists, leaves two dead."
2019-06-08,Syria,Shezar,1,3.0,"Sunni extremists send mortars into a residential area, claiming a civilian."
2019-06-08,Afghanistan,Dawlatyar,15,3.0,A horrific attack by the Taliban leaves fifteen dead.
2019-06-08,Burkina Faso,Arbinda,1,0.0,Mujahid stop a civilian vehicle along the highway and murder the driver.
2019-06-08,Iraq,Anbar,5,4.0,Five Iraqis are killed in a series of terror attacks.
2019-06-09,Lebanon,Chebaa,1,0.0,A religious party official is assassinated in a suspected sectarian attack.
2019-06-09,Iraq,Hamdouniya,2,0.0,Two people are leveled by a Jihadi bomb blast.
2019-06-09,Burkina Faso,Arbinda,19,13.0,At least nineteen villagers are massacred by Jihadists.
2019-06-09,Pakistan,Pul-e-Regi,4,4.0,Islamic militants attack a checkpoint and kill four members.
2019-06-09,Sudan,Deleij,1,0.0,A displaced person is shot to death by Janjaweed.
2019-06-10,Cameroon,Kolfata,2,0.0,Two civilians are murdered by Boko Haram.
2019-06-10,Burkina Faso,Namentenga,10,0.0,Ten innocents are murdered in their village by Islamic extremists.
2019-06-10,Cameroon,Darak,26,0.0,Two-dozen souls are lost to a Boko Haram attack on a small village.
2019-06-10,Syria,Jalin,1,0.0,Terrorist shoot a civilian to death.
2019-06-10,Iraq,Abu Saida,1,0.0,Roadside bombers take out a passing civilian.
2019-06-10,Sudan,Deleij,17,15.0,"Janjaweed fire into a camp market, killing seventeen refugees."
2019-06-10,Iran,Fashafouyeh,1,0.0,A prisoner jailed for 'Insulting' Islam is knifed to death.
2019-06-10,Pakistan,Lahore,1,0.0,A young woman is honor-suffocated by her brother for marrying against the family's wishes.
2019-06-10,Mali,Sobame Da,95,0.0,"A Fulani group, linked to Islamists, slaughters and burns nearly one-hundred farmers and their families, including twenty-four children."
2019-06-11,Yemen,Abyan,3,4.0,An al-Qaeda cell is suspected of a bomb blast that leaves three dead.
2019-06-11,Afghanistan,Dand,6,0.0,A family of six is put down hard by Taliban bombers.
